0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,120,1,1,2
4,0,0,0,0
5,60,2,0,0
6,0,0,0,0
7,60,0,2,0
8,30,0,1,0
9,30,1,0,0
10,30,0,0,1
11,0,0,0,0
12,30,0,1,0
13,120,4,0,0
14,60,2,0,0
15,0,0,0,0
16,30,1,0,0
17,30,1,0,0
18,0,0,0,0
19,30,0,1,0
20,30,0,1,0
21,0,0,0,0
22,30,0,1,0
23,0,0,0,0
24,30,0,0,1
25,0,0,0,0
26,30,1,0,0
27,0,0,0,0
28,90,3,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,60,0,2,0
34,0,0,0,0
35,30,0,1,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,30,1,0,0
40,0,0,0,0
41,0,0,0,0
42,60,2,0,0
43,0,0,0,0
44,180,0,6,0
45,0,0,0,0
46,30,0,1,0
47,0,0,0,0
48,90,1,2,0
49,0,0,0,0
50,30,0,1,0
51,30,0,1,0
52,0,0,0,0
53,0,0,0,0
54,0,0,0,0
55,60,0,2,0
56,0,0,0,0
57,60,0,2,0
58,60,0,2,0
59,0,0,0,0
60,60,2,0,0
61,0,0,0,0
62,90,3,0,0
63,0,0,0,0
64,30,0,1,0
65,60,0,2,0
66,30,0,1,0
67,0,0,0,0
68,0,0,0,0
69,60,0,2,0
70,90,0,3,0
71,0,0,0,0
72,90,3,0,0
73,0,0,0,0
74,0,0,0,0
75,0,0,0,0
76,0,0,0,0
77,0,0,0,0
78,30,0,1,0
79,30,0,1,0
80,0,0,0,0
81,0,0,0,0
82,0,0,0,0
83,210,6,1,0
84,270,9,0,0
85,30,0,1,0
86,0,0,0,0
87,60,2,0,0
88,0,0,0,0
89,90,0,3,0
90,0,0,0,0
91,150,0,5,0
92,120,1,3,0
93,30,0,1,0
94,0,0,0,0
95,60,0,2,0
96,0,0,0,0
97,90,2,0,1
98,0,0,0,0
99,180,0,6,0
100,60,2,0,0
101,30,0,0,1
102,0,0,0,0
103,0,0,0,0
104,90,3,0,0
105,120,0,4,0
106,0,0,0,0
107,30,0,1,0
108,0,0,0,0
109,0,0,0,0
110,60,2,0,0
111,30,0,1,0
112,0,0,0,0
113,90,3,0,0
114,120,0,4,0
115,90,3,0,0
116,0,0,0,0
117,0,0,0,0
118,60,0,0,2
119,0,0,0,0
120,90,2,1,0
121,60,0,2,0
122,0,0,0,0
123,30,0,1,0
124,0,0,0,0
125,120,0,4,0
126,0,0,0,0
127,60,0,2,0
128,60,2,0,0
129,30,0,1,0
130,0,0,0,0
131,0,0,0,0
132,30,0,1,0
133,0,0,0,0
134,0,0,0,0
135,0,0,0,0
136,30,1,0,0
137,30,1,0,0
138,60,0,2,0
139,60,0,2,0
140,0,0,0,0
141,0,0,0,0
142,210,7,0,0
143,30,0,1,0
144,30,0,1,0
145,60,0,2,0
146,30,1,0,0
147,60,0,2,0
148,0,0,0,0
149,30,0,1,0
150,240,4,3,0
151,30,1,0,0
152,30,0,1,0
153,0,0,0,0
154,0,0,0,0
155,90,2,0,1
156,30,1,0,0
157,90,0,1,2
158,0,0,0,0
159,90,0,1,2
160,60,0,2,0
161,30,0,1,0
162,90,0,3,0
163,0,0,0,0
164,60,0,1,1
165,0,0,0,0
166,0,0,0,0
167,60,2,0,0
168,0,0,0,0
169,0,0,0,0
170,150,5,0,0
171,60,2,0,0
172,120,0,4,0
173,0,0,0,0
174,0,0,0,0
175,0,0,0,0
176,0,0,0,0
177,0,0,0,0
178,0,0,0,0
179,0,0,0,0
180,0,0,0,0
181,30,1,0,0
182,0,0,0,0
183,90,3,0,0
184,30,1,0,0
185,30,1,0,0
186,0,0,0,0
187,0,0,0,0
188,60,0,2,0
189,0,0,0,0
190,0,0,0,0
191,0,0,0,0
192,60,2,0,0
193,0,0,0,0
194,30,0,1,0
195,0,0,0,0
196,0,0,0,0
197,0,0,0,0
198,0,0,0,0
199,60,0,2,0
200,60,2,0,0
201,90,3,0,0
202,60,0,2,0
203,30,1,0,0
204,0,0,0,0
205,0,0,0,0
206,30,1,0,0
207,0,0,0,0
208,0,0,0,0
209,60,0,2,0
210,150,3,2,0
211,30,1,0,0
212,180,6,0,0
213,60,0,2,0
214,60,0,2,0
215,0,0,0,0
216,0,0,0,0
217,30,1,0,0
218,0,0,0,0
219,30,0,1,0
220,0,0,0,0
221,0,0,0,0
222,180,6,0,0
223,60,0,2,0
224,300,6,1,0
225,330,9,0,0
226,30,1,0,0
227,60,2,0,0
228,60,0,2,0
229,30,0,1,0
230,0,0,0,0
231,0,0,0,0
232,60,1,1,0
233,0,0,0,0
234,0,0,0,0
235,120,4,0,0
236,60,0,2,0
237,0,0,0,0
238,180,6,0,0
239,30,1,0,0
240,0,0,0,0
241,270,0,7,2
242,120,0,4,0
243,60,0,2,0
244,0,0,0,0
245,30,0,1,0
246,30,1,0,0
247,120,4,0,0
248,0,0,0,0
249,30,0,1,0
250,90,3,0,0
251,0,0,0,0
252,60,0,2,0
253,0,0,0,0
254,0,0,0,0
255,60,2,0,0
256,0,0,0,0
257,0,0,0,0
258,0,0,0,0
259,0,0,0,0
260,180,0,6,0
261,30,0,1,0
262,180,0,6,0
263,60,0,2,0
264,60,0,2,0
265,60,0,2,0
266,120,4,0,0
267,0,0,0,0
268,0,0,0,0
269,30,0,1,0
270,0,0,0,0
271,0,0,0,0
272,60,0,2,0
273,270,3,6,0
274,30,1,0,0
275,90,1,2,0
276,0,0,0,0
277,0,0,0,0
278,0,0,0,0
279,210,1,6,0
280,60,0,2,0
281,90,3,0,0
282,0,0,0,0
283,120,4,0,0
284,0,0,0,0
285,60,1,1,0
286,30,1,0,0
287,0,0,0,0
288,0,0,0,0
289,60,0,2,0
290,0,0,0,0
291,0,0,0,0
292,0,0,0,0
293,0,0,0,0
294,0,0,0,0
295,30,1,0,0
296,30,0,1,0
297,60,0,2,0
298,150,5,0,0
299,150,0,5,0
300,0,0,0,0
301,0,0,0,0
302,0,0,0,0
303,0,0,0,0
304,150,5,0,0
305,30,0,1,0
306,0,0,0,0
307,30,1,0,0
308,0,0,0,0
309,90,1,2,0
310,60,0,2,0
311,0,0,0,0
312,60,2,0,0
313,0,0,0,0
314,210,7,0,0
315,30,1,0,0
316,120,3,1,0
317,0,0,0,0
318,30,1,0,0
319,0,0,0,0
320,0,0,0,0
321,0,0,0,0
322,0,0,0,0
323,0,0,0,0
324,30,0,1,0
325,30,1,0,0
326,0,0,0,0
327,150,3,2,0
328,30,0,1,0
329,120,4,0,0
330,0,0,0,0
331,90,1,2,0
332,0,0,0,0
333,90,3,0,0
334,0,0,0,0
335,120,4,0,0
336,0,0,0,0
337,60,0,2,0
338,90,0,3,0
339,0,0,0,0
340,0,0,0,0
341,0,0,0,0
342,300,0,4,3
343,0,0,0,0
344,0,0,0,0
345,0,0,0,0
346,0,0,0,0
347,0,0,0,0
348,60,0,2,0
349,0,0,0,0
350,120,0,3,1
351,60,2,0,0
352,60,2,0,0
353,60,2,0,0
354,120,0,4,0
355,90,1,1,1
356,0,0,0,0
357,120,2,0,2
358,30,1,0,0
359,0,0,0,0
360,0,0,0,0
361,30,0,0,1
362,0,0,0,0
363,60,0,1,1
364,60,0,0,2
365,90,3,0,0
366,0,0,0,0
367,0,0,0,0
368,0,0,0,0
369,0,0,0,0
370,0,0,0,0
371,0,0,0,0
372,0,0,0,0
373,0,0,0,0
374,0,0,0,0
375,0,0,0,0
376,60,0,2,0
377,0,0,0,0
378,0,0,0,0
379,60,0,2,0
380,0,0,0,0
381,30,1,0,0
382,90,2,0,1
383,30,1,0,0
384,90,2,1,0
385,30,1,0,0
386,0,0,0,0
387,330,5,5,0
388,0,0,0,0
389,30,1,0,0
390,0,0,0,0
391,120,0,4,0
392,30,0,1,0
393,60,1,1,0
394,0,0,0,0
395,120,0,4,0
396,0,0,0,0
397,60,0,2,0
398,60,0,2,0
399,90,3,0,0
400,0,0,0,0
401,420,9,2,0
402,60,2,0,0
403,0,0,0,0
404,0,0,0,0
405,270,6,3,0
406,30,0,1,0
407,60,2,0,0
408,90,2,1,0
409,30,1,0,0
410,0,0,0,0
411,60,0,2,0
412,60,2,0,0
413,60,0,2,0
414,0,0,0,0
415,0,0,0,0
416,0,0,0,0
417,0,0,0,0
418,0,0,0,0
419,60,2,0,0
420,30,0,1,0
421,240,5,1,0
422,60,0,2,0
423,0,0,0,0
424,0,0,0,0
425,0,0,0,0
426,0,0,0,0
427,90,0,3,0
